ID,Organism,Strain,Molecule product,DB xref,location
JQ304322.1,Feline coronavirus,N/A,N/A,taxon:12663,Netherlands
HF954926.1,Feline coronavirus,N/A,N/A,taxon:12663,USA:CT
MW858291.1,Feline coronavirus,NX/201911/001,N/A,taxon:12663,China
MT606018.1,Feline coronavirus,Zu1,N/A,taxon:12663,Switzerland
OK236259.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MW225966.1,Feline infectious peritonitis virus,N/A,N/A,taxon:11135,Italy
MW858276.1,Feline coronavirus,HeN/202101/004,N/A,taxon:12663,China
OQ594191.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
EU664293.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
KJ665867.1,Feline coronavirus,FIPV1F,N/A,taxon:12663,Germany
OQ594166.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
JQ304421.1,Feline coronavirus,N/A,N/A,taxon:12663,Netherlands
PQ641439.1,Feline coronavirus,N/A,N/A,taxon:12663,Thailand
HF954955.1,Feline coronavirus,N/A,N/A,taxon:12663,USA:NC
EU664211.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
OQ196085.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MT606083.1,Feline coronavirus,Zu1,N/A,taxon:12663,Switzerland
PQ192636.1,Feline infectious peritonitis virus,N/A,N/A,taxon:11135,USA
