ID,Collection date
KJ156905,2013-07-15
KJ156911,2013-08-06
KJ156939,2013-06-19
KJ156868,2013-06-13
KJ156878,2013-08-19
KJ156903,2013-07-02
KJ156908,2013-07-02
KJ156929,2013-05-13
KJ156930,2013-06-22
KJ156945,2013-08-05
KJ156954,2013-08-25
KJ156920,2013-08-26
KJ156936,2013-08-05
KJ156859,2013-08-19
KJ156864,2013-08-25
KJ156870,2013-05-01
KJ156904,2013-09-01
KJ156921,2013-06-13
KF961221,2013-10-13
KF961222,2013-10-17
KF933383,2013-10-17
KF745068,2013-05-07
KC869678,2011
KF600612,2012-10-23
KF600613,2013-02-05
KF600614,2013-05-02
KF600620,2012-06-19
KF600622,2013-05-01
KF600623,2013-05-01
KF600626,2013-05-01
KF600627,2013-05-07
KF600628,2013-06-04
KF600630,2013-05-13
KF600631,2013-05-09
KF600632,2013-05-23
KF600634,2013-05-30
KF600636,2013-05-03
KF600640,2013-05-07
KF600643,2013-05-08
KF600644,2013-05-12
KF600645,2013-05-11
KF600647,2013-05-15
KF600649,2013-05-01
KF600651,2013-05-23
KF600652,2012-10-30
KC875821,2012
KC875821,2012
KF192507,2013
KF186564,2013-05-01
KF186566,2013-04-21
KF186567,2013-05-09
KF186565,2013-04-22
K9N5Q8,
KC776174,2012-04
KC667074,2012-09-19
KC164505,2012-09-11
JX869059,2012-06-13
